Pidgey,"['Gust', 'Sand Attack', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Agility', 'Mirror Move', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute', 'Gust', 'Sand Attack', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Agility', 'Mirror Move', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute']"
Pidgeotto,"['Gust', 'Sand Attack', 'Sand Attack', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Agility', 'Mirror Move', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute', 'Gust', 'Sand Attack', 'Sand Attack', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Agility', 'Mirror Move', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute']"
Pidgeot,"['Gust', 'Quick Attack', 'Sand Attack', 'Sand Attack', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Agility', 'Mirror Move', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute', 'Gust', 'Quick Attack', 'Sand Attack', 'Sand Attack', 'Quick Attack', 'Whirlwind', 'Wing Attack', 'Agility', 'Mirror Move', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Rage', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute']"
Rattata,"['Tackle', 'Tail Whip', 'Quick Attack', 'Hyper Fang', 'Focus Energy', 'Super Fang', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Blizzard', 'Rage', 'Thunderbolt', 'Thunder', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Substitute', 'Tackle', 'Tail Whip', 'Quick Attack', 'Hyper Fang', 'Focus Energy', 'Super Fang', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Blizzard', 'Rage', 'Thunderbolt', 'Thunder', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Substitute']"
Raticate,"['Quick Attack', 'Tackle', 'Tail Whip', 'Quick Attack', 'Hyper Fang', 'Focus Energy', 'Super Fang', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Rage', 'Thunderbolt', 'Thunder', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Substitute', 'Quick Attack', 'Tackle', 'Tail Whip', 'Quick Attack', 'Hyper Fang', 'Focus Energy', 'Super Fang', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Rage', 'Thunderbolt', 'Thunder', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Substitute']"
Spearow,"['Growl', 'Peck', 'Leer', 'Fury Attack', 'Mirror Move', 'Drill Peck', 'Agility', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Rage', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute', 'Growl', 'Peck', 'Leer', 'Fury Attack', 'Mirror Move', 'Drill Peck', 'Agility', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Rage', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute']"
Fearow,"['Growl', 'Leer', 'Peck', 'Leer', 'Fury Attack', 'Mirror Move', 'Drill Peck', 'Agility', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Rage', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute', 'Growl', 'Leer', 'Peck', 'Leer', 'Fury Attack', 'Mirror Move', 'Drill Peck', 'Agility', 'Fly', 'Razor Wind', 'Whirlwind', 'Toxic', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Rage', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Sky Attack', 'Rest', 'Substitute']"
Ekans,"['Leer', 'Wrap', 'Poison Sting', 'Bite', 'Glare', 'Screech', 'Acid', 'Strength', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Rage', 'Mega Drain', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute', 'Leer', 'Wrap', 'Poison Sting', 'Bite', 'Glare', 'Screech', 'Acid', 'Strength', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Rage', 'Mega Drain', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute']"
Arbok,"['Leer', 'Poison Sting', 'Wrap', 'Poison Sting', 'Bite', 'Glare', 'Screech', 'Acid', 'Strength', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Rage', 'Mega Drain', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute', 'Leer', 'Poison Sting', 'Wrap', 'Poison Sting', 'Bite', 'Glare', 'Screech', 'Acid', 'Strength', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Rage', 'Mega Drain', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute']"
Pikachu,"['Growl', 'Thunder Shock', 'Thunder Wave', 'Quick Attack', 'Swift', 'Agility', 'Thunder', 'Flash', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Pay Day', 'Submission', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Thunder Wave', 'Substitute', 'Growl', 'Thunder Shock', 'Tail Whip', 'Thunder Wave', 'Quick Attack', 'Double Team', 'Slam', 'Thunderbolt', 'Agility', 'Thunder', 'Light Screen', 'Flash', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Pay Day', 'Submission', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Thunder Wave', 'Substitute']"
Raichu,"['Growl', 'Thunder Shock', 'Thunder Wave', 'Agility', 'Quick Attack', 'Swift', 'Thunder', 'Flash', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Pay Day', 'Submission', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Thunder Wave', 'Substitute', 'Growl', 'Thunder Shock', 'Thunder Wave', 'Agility', 'Double Team', 'Light Screen', 'Quick Attack', 'Slam', 'Tail Whip', 'Thunder', 'Thunderbolt', 'Flash', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Pay Day', 'Submission', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Thunder Wave', 'Substitute']"
Sandshrew,"['Scratch', 'Sand Attack', 'Slash', 'Poison Sting', 'Swift', 'Fury Swipes', 'Cut', 'Strength', 'Swords Dance', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Submission', 'Seismic Toss', 'Rage', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute', 'Scratch', 'Sand Attack', 'Slash', 'Poison Sting', 'Swift', 'Fury Swipes', 'Cut', 'Strength', 'Swords Dance', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Submission', 'Seismic Toss', 'Rage', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute']"
Sandslash,"['Sand Attack', 'Scratch', 'Sand Attack', 'Slash', 'Poison Sting', 'Swift', 'Fury Swipes', 'Cut', 'Strength', 'Swords Dance', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Submission', 'Seismic Toss', 'Rage', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute', 'Sand Attack', 'Scratch', 'Sand Attack', 'Slash', 'Poison Sting', 'Swift', 'Fury Swipes', 'Cut', 'Strength', 'Swords Dance', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Hyper Beam', 'Submission', 'Seismic Toss', 'Rage', 'Earthquake', 'Fissure', 'Dig', 'Mimic', 'Double Team', 'Bide', 'Swift', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute']"
Nidorina,"['Growl', 'Scratch', 'Tackle', 'Scratch', 'Poison Sting', 'Tail Whip', 'Bite', 'Fury Swipes', 'Double Kick', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Substitute', 'Growl', 'Scratch', 'Tackle', 'Scratch', 'Double Kick', 'Poison Sting', 'Tail Whip', 'Bite', 'Fury Swipes', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Substitute']"
Nidoqueen,"['Body Slam', 'Scratch', 'Tackle', 'Tail Whip', 'Scratch', 'Poison Sting', 'Body Slam', 'Bite', 'Double Kick', 'Fury Swipes', 'Growl', 'Surf', 'Strength', 'Mega Punch', 'Mega Kick', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Pay Day', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Earthquake', 'Fissure', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Fire Blast', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute', 'Body Slam', 'Scratch', 'Tackle', 'Tail Whip', 'Scratch', 'Double Kick', 'Body Slam', 'Bite', 'Fury Swipes', 'Growl', 'Poison Sting', 'Surf', 'Strength', 'Mega Punch', 'Mega Kick', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Pay Day', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Earthquake', 'Fissure', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Fire Blast', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute']"
Nidorino,"['Horn Attack', 'Leer', 'Tackle', 'Horn Attack', 'Poison Sting', 'Focus Energy', 'Fury Attack', 'Horn Drill', 'Double Kick', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Substitute', 'Horn Attack', 'Leer', 'Tackle', 'Horn Attack', 'Double Kick', 'Poison Sting', 'Focus Energy', 'Fury Attack', 'Horn Drill', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Rage', 'Thunderbolt', 'Thunder', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Substitute']"
Nidoking,"['Horn Attack', 'Poison Sting', 'Tackle', 'Thrash', 'Horn Attack', 'Poison Sting', 'Thrash', 'Double Kick', 'Focus Energy', 'Fury Attack', 'Horn Drill', 'Leer', 'Surf', 'Strength', 'Mega Punch', 'Mega Kick', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Pay Day', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Earthquake', 'Fissure', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Fire Blast', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute', 'Horn Attack', 'Poison Sting', 'Tackle', 'Thrash', 'Horn Attack', 'Double Kick', 'Thrash', 'Focus Energy', 'Fury Attack', 'Horn Drill', 'Leer', 'Surf', 'Strength', 'Mega Punch', 'Mega Kick', 'Toxic', 'Horn Drill', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Pay Day', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Thunderbolt', 'Thunder', 'Earthquake', 'Fissure', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Fire Blast', 'Skull Bash', 'Rest', 'Rock Slide', 'Substitute']"
Clefairy,"['Growl', 'Pound', 'Sing', 'Double Slap', 'Minimize', 'Metronome', 'Defense Curl', 'Light Screen', 'Strength', 'Flash', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Solar Beam', 'Thunderbolt', 'Thunder', 'Psychic', 'Teleport', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Metronome', 'Fire Blast', 'Skull Bash', 'Rest', 'Thunder Wave', 'Psywave', 'Tri Attack', 'Substitute', 'Growl', 'Pound', 'Sing', 'Double Slap', 'Minimize', 'Metronome', 'Defense Curl', 'Light Screen', 'Strength', 'Flash', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', 'Double-Edge', 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Solar Beam', 'Thunderbolt', 'Thunder', 'Psychic', 'Teleport', 'Mimic', 'Double Team', 'Reflect', 'Bide', 'Metronome', 'Fire Blast', 'Skull Bash', 'Rest', 'Thunder Wave', 'Psywave', 'Tri Attack', 'Substitute']"
